Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],power,temp_diff,type_H,type_L,type_M,actual_failure,predicted_probability
297.6,309.4,1491,40.2,231,6276.713626313192,11.799999999999955,False,True,False,0,0.043333333333333335
299.8,311.1,1763,25.5,171,4707.833671036985,11.300000000000011,False,False,True,0,0.0
300.8,311.2,1397,48.7,111,7124.493347835421,10.399999999999977,False,True,False,0,0.0
298.7,310.1,1620,34.8,112,5903.680914625938,11.400000000000034,False,True,False,0,0.0
302.3,311.0,1442,43.7,152,6598.957256767409,8.699999999999989,False,True,False,0,0.0033333333333333335
298.7,309.4,1375,48.3,157,6954.700736884404,10.699999999999989,False,False,True,0,0.0
298.9,308.9,1750,29.9,50,5479.461186636197,10.0,False,False,True,0,0.0
298.4,308.3,1318,59.1,22,8157.019661339755,9.900000000000034,False,True,False,0,0.0033333333333333335
296.9,308.0,1521,34.5,84,5495.116790026586,11.100000000000023,False,True,False,0,0.0
299.0,310.4,1394,45.2,122,6598.2661063836185,11.399999999999977,False,False,True,0,0.0033333333333333335
300.9,310.4,1788,27.8,90,5205.242035879856,9.5,False,True,False,0,0.0
303.7,312.6,1711,27.6,170,4945.243827868766,8.900000000000034,True,False,False,0,0.0
296.8,307.5,1443,39.2,13,5923.5357801966275,10.699999999999989,False,False,True,0,0.0
298.7,308.4,1432,42.8,197,6418.2319033818985,9.699999999999989,True,False,False,0,0.0
297.3,308.4,1521,38.2,87,6084.4481559134965,11.099999999999966,False,False,True,0,0.0
301.5,310.5,2289,16.4,112,3931.13771928998,9.0,False,True,False,0,0.006666666666666667
298.3,308.8,1454,49.0,166,7460.86367325528,10.5,False,True,False,0,0.0
303.4,311.5,1879,21.3,78,4191.1673432276075,8.100000000000023,False,True,False,0,0.0
300.2,311.0,1627,33.7,147,5741.773701235434,10.800000000000011,False,True,False,0,0.0
300.3,309.9,1677,30.1,130,5286.01238300365,9.599999999999966,True,False,False,0,0.0
299.0,310.1,1623,33.0,210,5608.685364453858,11.100000000000023,False,True,False,0,0.016666666666666666
300.6,309.5,1576,38.8,124,6403.487361861052,8.899999999999977,False,True,False,0,0.0
301.7,310.5,2465,13.7,149,3536.43849026847,8.800000000000011,False,True,False,0,0.08666666666666667
298.5,309.6,1421,53.6,122,7976.042980541959,11.100000000000023,False,True,False,0,0.0
302.2,311.0,1555,34.2,185,5569.101297018627,8.800000000000011,False,True,False,0,0.0
302.1,310.1,1844,24.6,171,4750.339419640054,8.0,True,False,False,0,0.0
299.1,308.5,1592,34.2,153,5701.613675147044,9.399999999999977,False,False,True,0,0.0
300.3,311.3,1506,40.7,98,6418.71361425545,11.0,False,False,True,0,0.0
300.8,309.7,1519,35.8,14,5694.681227358122,8.899999999999977,False,True,False,0,0.0
302.1,311.4,1686,30.9,106,5455.626970370963,9.299999999999955,False,True,False,0,0.0
301.8,309.6,1443,42.7,231,6452.422903428469,7.800000000000011,False,True,False,0,0.21
303.7,312.6,1621,38.8,182,6586.328054299976,8.900000000000034,False,True,False,0,0.0
301.3,310.1,1455,44.1,188,6719.39544713053,8.800000000000011,True,False,False,0,0.0
302.3,311.7,1456,45.4,130,6922.227140821798,9.399999999999977,True,False,False,0,0.0
301.0,312.1,1675,30.7,200,5384.951607640704,11.100000000000023,False,True,False,0,0.0
301.6,310.6,1431,37.5,137,5619.523859108743,9.0,False,True,False,0,0.0
298.8,308.6,1631,32.4,38,5533.852627445348,9.800000000000011,False,True,False,0,0.0
297.1,308.5,1578,35.6,46,5882.820739406104,11.399999999999977,False,True,False,0,0.0
299.3,308.6,1433,37.7,42,5657.390522560012,9.300000000000011,False,True,False,0,0.006666666666666667
299.3,308.6,1520,33.7,76,5364.164736249453,9.300000000000011,False,True,False,0,0.0
302.3,311.7,1494,37.1,114,5804.3437549194305,9.399999999999977,False,False,True,0,0.0
299.2,310.3,1610,33.3,233,5614.340231230319,11.100000000000023,False,True,False,0,0.03333333333333333
300.8,311.2,1481,38.5,181,5970.963357290321,10.399999999999977,False,True,False,0,0.0
300.9,311.2,1353,60.4,139,8557.82405208474,10.300000000000011,False,True,False,0,0.08
302.5,311.5,1496,43.8,218,6861.741010264682,9.0,True,False,False,0,0.08666666666666667
301.9,310.9,1799,24.2,54,4559.058314938483,9.0,False,True,False,0,0.0
300.9,310.8,1517,44.3,4,7037.492175282006,9.900000000000034,False,True,False,0,0.0
298.8,309.8,1288,61.9,79,8349.012860376139,11.0,False,False,True,0,0.05333333333333334
301.1,311.7,1408,46.3,135,6826.722724152668,10.599999999999966,False,True,False,0,0.0033333333333333335
298.1,307.9,1377,55.1,42,7945.3705642674095,9.799999999999955,False,False,True,0,0.0
295.6,306.2,1443,48.9,33,7389.308664582016,10.599999999999966,False,True,False,0,0.0
300.8,310.7,1633,27.8,0,4754.004611069243,9.899999999999977,False,True,False,0,0.0
300.1,310.1,1650,31.6,19,5460.08803193906,10.0,False,True,False,0,0.0
299.1,310.5,1428,43.0,53,6430.211843367589,11.399999999999977,False,False,True,0,0.0
298.6,308.3,1377,52.1,181,7512.7732558680955,9.699999999999989,True,False,False,0,0.006666666666666667
302.4,310.1,1906,21.2,110,4231.432089071116,7.7000000000000455,False,True,False,0,0.0
295.6,306.2,1435,51.6,126,7754.078987590327,10.599999999999966,False,False,True,0,0.0033333333333333335
299.1,308.9,1397,52.4,112,7665.779290073431,9.799999999999955,False,False,True,0,0.0033333333333333335
299.5,309.3,1675,29.2,132,5121.843222902559,9.800000000000011,False,False,True,0,0.0033333333333333335
301.1,310.6,1479,41.1,72,6365.589282483246,9.5,False,False,True,0,0.0
301.1,310.2,1657,34.1,52,5917.05362735472,9.099999999999966,False,True,False,0,0.0
298.6,309.8,1332,46.4,76,6472.183521219547,11.199999999999989,False,True,False,0,0.0
302.3,311.5,1316,47.2,4,6504.688533208691,9.199999999999989,False,False,True,0,0.006666666666666667
302.2,311.4,1449,46.5,60,7055.860020329997,9.199999999999989,False,True,False,0,0.0
302.9,312.4,2030,19.1,192,4060.2990652545686,9.5,False,True,False,0,0.0
299.7,311.1,1650,32.4,60,5598.318108697012,11.400000000000034,False,True,False,0,0.0
302.5,312.0,1574,42.0,188,6922.813571450469,9.5,False,True,False,0,0.0
298.0,308.2,1348,58.8,202,8300.33911819652,10.199999999999989,False,True,False,1,0.74
303.3,311.3,1393,47.4,18,6914.456934991919,8.0,False,True,False,0,0.06
298.2,309.0,1353,57.8,89,8189.4408975248,10.800000000000011,False,True,False,0,0.0
297.3,308.4,1599,32.9,58,5509.0026295554535,11.099999999999966,False,False,True,0,0.0
299.4,308.6,1541,39.1,109,6309.689877200373,9.200000000000045,False,False,True,0,0.0
301.4,310.4,1471,37.5,193,5776.6034917882325,9.0,False,True,False,0,0.0
298.7,308.4,1441,43.2,132,6518.930419904965,9.699999999999989,False,False,True,0,0.0033333333333333335
299.3,309.1,1470,41.1,118,6326.853445064484,9.800000000000011,False,True,False,0,0.0
300.4,309.7,1679,30.1,136,5292.316512261854,9.300000000000011,False,True,False,0,0.0
301.0,312.3,1424,43.5,136,6486.760511132205,11.300000000000011,False,True,False,0,0.0
299.6,310.2,1512,44.0,79,6966.795868600725,10.599999999999966,False,True,False,0,0.0
303.8,312.5,2344,15.2,146,3731.0392112073337,8.699999999999989,False,False,True,0,0.016666666666666666
297.9,307.7,1527,42.8,125,6844.022427698436,9.800000000000011,False,False,True,0,0.0
297.8,307.4,1438,43.6,141,6565.593542786285,9.599999999999966,False,False,True,0,0.0
297.4,308.5,1782,25.9,54,4833.214633841752,11.100000000000023,False,True,False,0,0.0
301.7,310.8,1493,47.6,145,7442.097893137837,9.100000000000023,False,True,False,0,0.0
301.6,310.9,1538,40.4,13,6506.782928311083,9.299999999999955,False,True,False,0,0.0
297.3,308.3,1471,38.2,37,5884.433423634947,11.0,False,True,False,0,0.0
303.9,313.1,1473,42.8,97,6601.994129665878,9.200000000000045,False,False,True,0,0.0
300.1,309.7,2151,17.5,173,3941.9133820917928,9.599999999999966,False,True,False,0,0.0
301.7,310.2,1486,43.0,66,6691.38291263602,8.5,False,True,False,0,0.0
300.0,310.4,1505,44.9,133,7076.385092333449,10.399999999999977,False,True,False,0,0.0
297.9,308.8,1386,48.6,75,7053.880816958234,10.900000000000034,False,True,False,0,0.0
296.3,307.3,1368,49.5,10,7091.202937682881,11.0,False,False,True,0,0.0
301.3,310.6,1436,44.2,76,6646.68852115095,9.300000000000011,False,True,False,0,0.0
301.3,310.4,1384,50.1,88,7261.100268389017,9.099999999999966,False,True,False,0,0.0
301.6,310.6,1400,49.5,211,7257.079029792422,9.0,True,False,False,0,0.18666666666666668
296.2,307.2,1385,44.0,5,6381.621876992066,11.0,False,False,True,0,0.0
300.7,310.4,1543,47.3,203,7642.856135677736,9.699999999999989,False,True,False,0,0.0
301.9,310.5,1425,51.1,173,7625.430768425826,8.600000000000023,False,True,False,0,0.006666666666666667
301.2,310.9,1416,53.3,66,7903.493134195058,9.699999999999989,False,True,False,0,0.0
297.5,308.9,1696,30.9,133,5487.985374702937,11.399999999999977,False,True,False,0,0.0
300.6,310.5,1644,33.8,148,5818.983576685158,9.899999999999977,False,True,False,0,0.0
299.2,308.6,1582,38.8,156,6427.866120852908,9.400000000000034,False,True,False,0,0.0
300.6,309.8,1447,42.9,12,6500.614934734535,9.199999999999989,False,False,True,0,0.0
300.6,309.5,1530,40.2,93,6440.893258389795,8.899999999999977,False,False,True,0,0.0
300.8,312.3,1858,26.3,144,5117.172721824222,11.5,False,True,False,0,0.0
304.1,313.1,1666,34.6,33,6036.423676215621,9.0,False,True,False,0,0.0
302.0,310.4,1567,36.4,114,5973.089168319249,8.399999999999977,False,False,True,0,0.0
297.2,308.0,1869,25.4,163,4971.319046893561,10.800000000000011,False,True,False,0,0.0
298.1,308.9,2136,15.9,78,3556.534211275933,10.799999999999955,False,True,False,0,0.013333333333333334
297.9,309.1,1338,49.6,56,6949.705604565197,11.200000000000045,False,False,True,0,0.0
299.9,309.2,1598,34.6,111,5790.039036370084,9.300000000000011,False,True,False,0,0.0
304.0,313.0,1575,34.5,92,5690.209693814512,9.0,False,False,True,0,0.0
300.8,310.2,1598,36.5,195,6107.989156864395,9.399999999999977,False,False,True,0,0.0
298.1,309.5,1530,40.2,65,6440.893258389795,11.399999999999977,True,False,False,0,0.0
303.8,312.7,1919,20.2,131,4059.335643507467,8.899999999999977,False,False,True,0,0.0
297.4,308.1,1348,53.7,68,7580.411745699884,10.700000000000045,False,True,False,0,0.0
302.3,311.2,1786,24.3,81,4544.81642824221,8.899999999999977,False,True,False,0,0.0
300.1,309.2,1687,27.7,95,4893.5436847661895,9.099999999999966,False,False,True,0,0.023333333333333334
299.7,310.3,1495,43.1,101,6747.565061257717,10.600000000000023,False,True,False,0,0.0
301.5,311.1,1660,33.8,115,5875.6160202538695,9.600000000000023,False,False,True,0,0.0
299.3,308.7,1289,51.5,185,6951.663863985934,9.399999999999977,False,False,True,0,0.01
303.5,312.0,1475,42.9,85,6626.404304584271,8.5,False,False,True,0,0.01
301.0,311.4,1573,37.6,103,6193.628972601253,10.399999999999977,False,True,False,0,0.0
298.6,309.2,1742,30.0,37,5472.6544025534195,10.599999999999966,False,False,True,0,0.0
299.2,308.8,1908,21.3,104,4255.852735965022,9.600000000000023,True,False,False,0,0.0
296.9,308.0,1641,33.3,67,5722.442434440343,11.100000000000023,False,False,True,0,0.0
302.3,311.6,1668,33.2,52,5799.128711114472,9.300000000000011,False,False,True,0,0.0
303.7,312.3,1511,38.9,117,6155.2072944478505,8.600000000000023,False,True,False,0,0.006666666666666667
297.5,308.7,1371,46.5,121,6676.04146851099,11.199999999999989,False,True,False,0,0.0
300.2,309.8,1353,59.4,26,8416.138223407841,9.600000000000023,False,True,False,0,0.0
298.2,307.6,1460,48.6,204,7430.494944270579,9.400000000000034,True,False,False,0,0.02666666666666667
299.1,309.9,1586,36.6,215,6078.730457283963,10.799999999999955,False,True,False,0,0.05333333333333334
298.6,310.1,1444,48.1,39,7273.4571994931375,11.5,False,False,True,0,0.0033333333333333335
302.2,311.1,1728,34.0,179,6152.495052790251,8.900000000000034,False,False,True,0,0.0
301.3,310.6,1556,39.0,72,6354.813619681433,9.300000000000011,False,True,False,0,0.0
302.2,310.7,1567,36.4,100,5973.089168319249,8.5,False,True,False,0,0.0
304.0,313.0,2354,15.0,117,3697.6545532751866,9.0,False,True,False,0,0.006666666666666667
298.1,308.5,1382,54.5,17,7887.387235857654,10.399999999999977,False,False,True,0,0.0
304.1,313.2,1410,42.4,155,6260.56584007374,9.099999999999966,False,False,True,0,0.0
297.7,308.7,1694,29.1,102,5162.202216525677,11.0,False,True,False,0,0.0
303.4,311.7,1295,51.3,51,6956.899851741918,8.300000000000011,False,True,False,1,0.9366666666666666
301.5,310.8,1785,25.5,120,4766.581453659114,9.300000000000011,False,True,False,0,0.0
295.5,305.9,1380,52.4,202,7572.494932212838,10.399999999999977,False,False,True,0,0.016666666666666666
299.8,309.2,1760,25.9,63,4773.545317374572,9.399999999999977,False,True,False,0,0.0
302.3,310.1,1731,33.4,112,6054.414530145177,7.800000000000011,False,False,True,0,0.0033333333333333335
302.4,311.8,1543,31.1,96,5025.21830485365,9.400000000000034,False,True,False,0,0.0
297.8,307.3,1412,50.7,24,7496.719717408252,9.5,False,True,False,0,0.0033333333333333335
298.9,309.9,1526,35.4,96,5657.003059466068,11.0,False,True,False,0,0.0
301.0,311.3,1342,50.9,60,7153.176088762696,10.300000000000011,False,True,False,0,0.0033333333333333335
298.9,308.2,2384,15.0,19,3744.7784430790334,9.300000000000011,False,True,False,0,0.016666666666666666
300.3,311.7,1989,22.3,121,4644.813322405974,11.399999999999977,False,True,False,0,0.006666666666666667
302.6,312.1,1782,26.8,198,5001.164177102663,9.5,False,True,False,0,0.0
300.8,311.8,1417,43.4,223,6440.034556397813,11.0,False,True,False,0,0.023333333333333334
300.3,311.6,1515,44.9,69,7123.404262382176,11.300000000000011,False,True,False,0,0.0
302.1,310.7,1491,42.8,98,6682.670229010064,8.599999999999966,False,True,False,0,0.0
297.3,308.2,1601,35.7,9,5985.330907692739,10.899999999999977,False,True,False,0,0.0033333333333333335
299.0,310.4,1512,38.8,109,6143.447265947912,11.399999999999977,False,True,False,0,0.0
298.2,308.0,1658,30.0,3,5208.760619651877,9.800000000000011,False,True,False,0,0.0
298.9,310.2,1623,37.2,177,6322.51804720253,11.300000000000011,False,True,False,0,0.0
300.5,310.5,1536,36.2,12,5822.753487869467,10.0,False,True,False,0,0.0
297.5,308.4,1596,36.6,80,6117.057887657759,10.899999999999977,False,False,True,0,0.0
298.0,308.6,1507,37.3,217,5886.412627006707,10.600000000000023,False,False,True,0,0.08666666666666667
298.9,309.7,1407,41.9,207,6173.575139495838,10.800000000000011,False,True,False,0,0.11
299.7,309.2,1468,49.6,132,7624.938585576763,9.5,True,False,False,0,0.0
297.0,307.9,1882,24.2,97,4769.3984150718325,10.899999999999977,False,False,True,0,0.0
301.0,310.9,1578,38.4,49,6345.514505426808,9.899999999999977,False,True,False,0,0.0
298.8,309.9,1568,33.7,13,5533.559412131014,11.099999999999966,False,True,False,0,0.0
297.2,308.6,1924,22.1,163,4452.725875589981,11.400000000000034,False,True,False,0,0.0033333333333333335
302.4,311.8,1451,42.0,110,6381.8313165023055,9.400000000000034,False,True,False,0,0.0
303.3,312.5,1968,20.6,130,4245.422648355104,9.199999999999989,False,True,False,0,0.0
300.3,309.6,1435,45.4,181,6822.387326290715,9.300000000000011,False,True,False,0,0.0
302.6,311.6,1453,37.0,135,5629.838754988029,9.0,False,True,False,0,0.0
299.0,308.9,1449,39.6,105,6008.861436668126,9.899999999999977,False,False,True,0,0.0
301.5,310.5,1593,32.9,155,5488.330949894833,9.0,False,True,False,0,0.0
298.8,310.0,1530,38.3,53,6136.472930256942,11.199999999999989,True,False,False,0,0.0
301.8,311.5,1443,43.3,134,6543.089267411069,9.699999999999989,False,True,False,0,0.0033333333333333335
300.6,309.4,1367,63.2,45,9047.200411709935,8.799999999999955,False,False,True,1,0.6833333333333333
300.7,309.5,1470,48.7,21,7496.782549261323,8.800000000000011,False,False,True,0,0.0
298.4,308.2,1612,32.6,10,5503.148795244265,9.800000000000011,True,False,False,0,0.0
297.7,308.9,1516,33.7,92,5350.048513259322,11.199999999999989,False,True,False,0,0.0
298.3,307.9,1502,42.0,103,6606.1410319686165,9.599999999999966,False,True,False,0,0.0
298.4,309.6,1655,30.2,146,5233.998080635715,11.200000000000045,False,True,False,0,0.0
298.5,308.2,1595,32.3,46,5395.004704132191,9.699999999999989,False,True,False,0,0.0
299.0,310.3,1303,68.6,111,9360.459087174882,11.300000000000011,False,False,True,1,0.79
298.9,308.7,1353,48.1,79,6815.088359358875,9.800000000000011,True,False,False,0,0.0033333333333333335
300.7,310.4,1416,61.8,209,9163.900106815283,9.699999999999989,False,True,False,1,0.8066666666666666
298.2,308.8,1607,31.9,39,5368.2802226256545,10.600000000000023,False,False,True,0,0.0
298.4,309.1,1576,38.8,167,6403.487361861052,10.700000000000045,False,False,True,0,0.0
301.0,310.9,1492,44.6,15,6968.387608878544,9.899999999999977,False,True,False,0,0.0
300.9,310.8,1490,38.1,125,5944.835778387966,9.900000000000034,False,True,False,0,0.0
300.8,310.8,1415,44.5,87,6593.941180497177,10.0,False,False,True,0,0.0
303.4,312.1,1499,39.4,197,6184.811569220178,8.700000000000045,False,False,True,0,0.0
301.4,310.8,1770,24.1,112,4467.030594139327,9.400000000000034,False,True,False,0,0.0
301.0,310.9,1479,44.3,194,6861.206939513572,9.899999999999977,False,True,False,0,0.0
302.4,311.4,1831,26.9,121,5157.85634668821,9.0,False,True,False,0,0.0
298.1,307.6,1460,46.5,143,7109.424175073702,9.5,False,True,False,0,0.0
298.6,309.1,1537,35.7,198,5746.06721119534,10.5,False,True,False,0,0.0
300.7,310.5,1863,22.2,111,4331.0624640919605,9.800000000000011,False,False,True,0,0.0033333333333333335
302.4,311.8,1433,42.2,134,6332.675863449138,9.400000000000034,False,True,False,0,0.0
299.7,309.3,1445,42.6,0,6446.233965900897,9.600000000000023,False,True,False,0,0.0
298.4,310.0,1559,44.2,23,7216.007941834492,11.600000000000023,False,True,False,0,0.0
303.3,311.8,1536,40.6,205,6530.491480870175,8.5,False,False,True,0,0.0033333333333333335
299.1,308.2,1319,60.3,36,8328.959027270723,9.099999999999966,False,True,False,0,0.006666666666666667
299.4,310.9,1751,27.8,10,5097.527295763775,11.5,False,True,False,0,0.0
301.5,310.7,1510,36.0,64,5692.5658883047045,9.199999999999989,False,False,True,0,0.0
298.2,307.8,1521,42.9,60,6833.058269337407,9.600000000000023,False,True,False,0,0.0
300.1,309.3,1685,27.1,203,4781.870537906584,9.199999999999989,False,True,False,0,0.02666666666666667
300.2,311.5,1492,41.8,128,6530.910359890653,11.300000000000011,False,True,False,0,0.0
299.9,311.3,1371,52.3,167,7508.7520172715,11.400000000000034,False,True,False,0,0.0
298.4,309.1,1798,29.6,81,5573.26914327239,10.700000000000045,False,True,False,0,0.0
300.2,310.4,1202,61.7,74,7766.373086841376,10.199999999999989,False,False,True,0,0.013333333333333334
300.3,310.4,1742,25.9,7,4724.724967537785,10.099999999999966,False,True,False,0,0.0
298.4,309.3,1355,50.6,8,7179.900570269233,10.900000000000034,False,False,True,0,0.0
300.0,311.5,1749,28.3,83,5183.2823032312635,11.5,False,True,False,0,0.0
301.8,310.7,1547,41.7,72,6755.46093079374,8.899999999999977,False,True,False,0,0.0
300.8,310.9,1748,29.9,140,5473.198945280042,10.099999999999966,False,True,False,0,0.0
298.0,307.9,1482,37.8,132,5866.358793901292,9.899999999999977,True,False,False,0,0.0
300.5,311.6,1365,53.0,85,7575.950684131786,11.100000000000023,False,True,False,0,0.0
302.3,311.0,1578,33.5,158,5535.800414890575,8.699999999999989,False,False,True,0,0.0
300.6,309.4,1552,36.4,113,5915.912182023914,8.799999999999955,False,True,False,0,0.0
299.7,309.0,1465,49.0,158,7517.307621264777,9.300000000000011,False,False,True,0,0.0
300.7,310.8,1486,41.2,71,6411.2785116419545,10.100000000000023,False,False,True,0,0.0
299.8,311.1,1412,42.5,181,6284.232504730783,11.300000000000011,False,True,False,0,0.0
297.5,309.2,1804,27.4,215,5176.255607662734,11.699999999999989,False,False,True,0,0.006666666666666667
297.8,307.6,1352,49.4,102,6994.106780735933,9.800000000000011,False,False,True,0,0.0
302.6,312.3,1512,34.2,44,5415.100425139654,9.699999999999989,False,True,False,0,0.0
298.7,309.7,1622,34.6,8,5876.9983210214505,11.0,False,False,True,0,0.0
300.9,310.9,1228,66.4,109,8538.765056652963,10.0,False,True,False,0,0.30666666666666664
298.4,308.7,1344,52.9,130,7445.323261595521,10.300000000000011,True,False,False,0,0.0
303.0,311.2,1382,50.5,203,7308.496429556176,8.199999999999989,False,True,False,0,0.33
298.0,308.7,1506,47.0,208,7412.273706879758,10.699999999999989,False,True,False,0,0.016666666666666666
297.6,308.6,1528,40.0,123,6400.471432913605,11.0,False,True,False,0,0.0033333333333333335
298.9,310.0,1470,45.9,109,7065.756037188804,11.100000000000023,False,True,False,0,0.0
298.7,309.6,1516,38.5,61,6112.073227314062,10.900000000000034,False,True,False,0,0.0
300.0,309.7,1554,32.0,117,5207.5039825904405,9.699999999999989,False,True,False,0,0.0
295.6,306.0,1949,21.9,5,4469.76377974795,10.399999999999977,False,True,False,0,0.0
300.1,309.6,1321,46.9,75,6487.90195646301,9.5,False,True,False,0,0.0
303.4,312.9,1422,39.9,63,5941.568522028232,9.5,False,False,True,0,0.01
295.5,305.9,1593,37.2,197,6205.650800488991,10.399999999999977,True,False,False,0,0.006666666666666667
299.0,310.2,1477,37.9,60,5862.033868014851,11.199999999999989,False,True,False,0,0.0
302.0,310.5,1459,43.2,148,6600.360501486011,8.5,True,False,False,0,0.0033333333333333335
298.1,309.0,2042,17.8,129,3806.311771187345,10.899999999999977,False,False,True,0,0.0
300.8,312.0,1274,67.3,159,8978.692747910653,11.199999999999989,False,False,True,0,0.41333333333333333
297.5,308.9,1436,44.8,2,6736.915062162047,11.399999999999977,False,False,True,0,0.0033333333333333335
303.1,312.9,1511,40.1,107,6345.085154430816,9.799999999999955,False,True,False,0,0.0
297.9,307.5,1880,23.3,146,4587.144153261576,9.600000000000023,True,False,False,0,0.0
299.8,309.7,1457,51.9,89,7918.729858564969,9.899999999999977,False,True,False,0,0.0033333333333333335
303.5,311.7,1959,22.3,157,4574.755806230922,8.199999999999989,False,True,False,0,0.0
300.2,311.5,1500,40.8,17,6408.849013323177,11.300000000000011,False,True,False,0,0.0
